date,demand
29-10-07,728.97
30-10-07,740.63
31-10-07,735.94
01-11-07,609.63
02-11-07,667.34
03-11-07,638.81
04-11-07,595.67
05-11-07,736.86
06-11-07,756.41
07-11-07,757.14
08-11-07,759.16
09-11-07,753.29
10-11-07,679.91
11-11-07,620.00
12-11-07,770.00
13-11-07,783.08
14-11-07,791.99
15-11-07,806.54
16-11-07,823.42
17-11-07,733.10
18-11-07,663.91
19-11-07,811.99
20-11-07,831.66
21-11-07,795.54
22-11-07,806.39
23-11-07,804.54
24-11-07,722.45
25-11-07,660.96
26-11-07,807.88
27-11-07,825.30
28-11-07,840.31
29-11-07,847.02
30-11-07,837.87
01-12-07,740.70
02-12-07,673.56
03-12-07,799.17
04-12-07,818.39
05-12-07,811.91
06-12-07,693.50
07-12-07,736.07
08-12-07,661.63
09-12-07,631.53
10-12-07,796.54
11-12-07,836.40
12-12-07,860.66
13-12-07,870.25
14-12-07,871.79
15-12-07,781.88
16-12-07,722.90
17-12-07,893.38
18-12-07,901.87
19-12-07,874.01
20-12-07,859.67
21-12-07,820.89
22-12-07,726.49
23-12-07,662.94
24-12-07,663.37
25-12-07,578.18
26-12-07,701.76
27-12-07,752.57
28-12-07,757.27
29-12-07,721.52
30-12-07,671.05
31-12-07,689.66
01-01-08,605.17
02-01-08,789.94
03-01-08,831.80
04-01-08,824.14
05-01-08,727.86
06-01-08,637.64
07-01-08,743.27
08-01-08,834.54
09-01-08,835.41
10-01-08,829.87
11-01-08,828.50
12-01-08,740.87
13-01-08,687.50
14-01-08,836.00
15-01-08,858.07
16-01-08,850.99
17-01-08,839.11
18-01-08,824.07
19-01-08,723.37
20-01-08,656.27
21-01-08,808.64
22-01-08,827.94
23-01-08,824.36
24-01-08,829.81
25-01-08,827.77
26-01-08,735.42
27-01-08,671.14
28-01-08,814.68
29-01-08,833.49
30-01-08,847.93
31-01-08,846.97
01-02-08,847.17
02-02-08,749.75
03-02-08,688.29
04-02-08,812.37
05-02-08,821.50
06-02-08,823.28
07-02-08,816.68
08-02-08,809.16
09-02-08,716.16
10-02-08,653.88
11-02-08,808.75
12-02-08,828.32
13-02-08,836.80
14-02-08,836.62
15-02-08,822.73
16-02-08,722.14
17-02-08,665.35
18-02-08,817.73
19-02-08,830.15
20-02-08,810.40
21-02-08,796.18
22-02-08,784.63
23-02-08,695.24
24-02-08,648.17
25-02-08,777.38
26-02-08,784.42
27-02-08,781.78
28-02-08,768.67
29-02-08,761.98
01-03-08,681.14
02-03-08,613.73
03-03-08,754.21
04-03-08,788.34
05-03-08,812.38
06-03-08,827.76
07-03-08,819.92
08-03-08,717.98
09-03-08,638.00
10-03-08,808.20
11-03-08,788.44
12-03-08,777.83
13-03-08,772.81
14-03-08,761.13
15-03-08,673.69
16-03-08,607.53
17-03-08,718.28
18-03-08,731.47
19-03-08,686.69
20-03-08,643.17
21-03-08,600.47
22-03-08,636.92
23-03-08,615.18
24-03-08,693.73
25-03-08,777.38
26-03-08,794.25
27-03-08,799.83
28-03-08,777.04
29-03-08,681.08
30-03-08,589.22
31-03-08,749.43
01-04-08,778.22
02-04-08,770.88
03-04-08,756.33
04-04-08,747.49
05-04-08,650.97
06-04-08,592.10
07-04-08,743.27
08-04-08,763.54
09-04-08,758.74
10-04-08,750.11
11-04-08,751.44
12-04-08,655.16
13-04-08,596.89
14-04-08,739.49
15-04-08,749.00
16-04-08,747.34
17-04-08,760.95
18-04-08,759.64
19-04-08,670.76
20-04-08,603.15
21-04-08,744.46
22-04-08,752.91
23-04-08,727.96
24-04-08,732.47
25-04-08,723.30
26-04-08,635.86
27-04-08,569.33
28-04-08,705.43
29-04-08,721.31
30-04-08,714.32
01-05-08,565.87
02-05-08,612.68
03-05-08,605.19
04-05-08,569.02
05-05-08,717.60
06-05-08,739.51
07-05-08,737.32
08-05-08,736.85
09-05-08,725.22
10-05-08,627.95
11-05-08,558.73
12-05-08,681.03
13-05-08,718.07
14-05-08,725.99
15-05-08,705.55
16-05-08,715.60
17-05-08,624.28
18-05-08,561.67
19-05-08,700.60
20-05-08,714.89
21-05-08,722.59
22-05-08,717.16
23-05-08,723.44
24-05-08,627.00
25-05-08,571.99
26-05-08,703.07
27-05-08,725.20
28-05-08,718.70
29-05-08,718.69
30-05-08,715.20
31-05-08,623.67
01-06-08,557.89
02-06-08,695.97
03-06-08,726.04
04-06-08,725.82
05-06-08,727.16
06-06-08,720.92
07-06-08,629.07
08-06-08,566.72
09-06-08,685.53
10-06-08,706.03
11-06-08,696.39
12-06-08,695.60
13-06-08,697.00
14-06-08,612.04
15-06-08,553.94
16-06-08,695.01
17-06-08,722.74
18-06-08,740.08
19-06-08,755.36
20-06-08,758.26
21-06-08,671.98
22-06-08,608.68
23-06-08,738.12
24-06-08,729.88
25-06-08,792.10
26-06-08,808.35
27-06-08,808.97
28-06-08,715.13
29-06-08,647.83
30-06-08,801.42
01-07-08,820.34
02-07-08,816.97
03-07-08,784.59
04-07-08,783.22
05-07-08,706.47
06-07-08,625.82
07-07-08,753.58
08-07-08,780.20
09-07-08,796.01
10-07-08,803.82
11-07-08,797.10
12-07-08,676.08
13-07-08,583.20
14-07-08,735.19
15-07-08,760.15
16-07-08,757.06
17-07-08,768.43
18-07-08,780.31
19-07-08,694.76
20-07-08,621.03
21-07-08,775.28
22-07-08,792.42
23-07-08,801.36
24-07-08,788.85
25-07-08,726.00
26-07-08,685.01
27-07-08,622.08
28-07-08,779.66
29-07-08,786.71
30-07-08,788.67
31-07-08,780.64
01-08-08,778.75
02-08-08,680.45
03-08-08,629.82
04-08-08,772.99
05-08-08,791.64
06-08-08,788.06
07-08-08,762.10
08-08-08,742.70
09-08-08,661.52
10-08-08,610.76
11-08-08,720.65
12-08-08,721.42
13-08-08,712.31
14-08-08,699.23
15-08-08,584.27
16-08-08,593.78
17-08-08,563.34
18-08-08,690.35
19-08-08,705.80
20-08-08,706.41
21-08-08,718.15
22-08-08,725.60
23-08-08,634.08
24-08-08,583.31
25-08-08,720.76
26-08-08,742.45
27-08-08,754.41
28-08-08,755.14
29-08-08,753.00
30-08-08,659.26
31-08-08,598.81
01-09-08,753.24
02-09-08,787.51
03-09-08,783.87
04-09-08,782.54
05-09-08,768.42
06-09-08,648.35
07-09-08,582.74
08-09-08,711.13
09-09-08,760.57
10-09-08,774.35
11-09-08,740.02
12-09-08,714.55
13-09-08,624.06
14-09-08,562.89
15-09-08,713.90
16-09-08,734.99
17-09-08,741.36
18-09-08,748.86
19-09-08,746.54
20-09-08,647.73
21-09-08,581.94
22-09-08,713.97
23-09-08,723.43
24-09-08,713.50
25-09-08,716.62
26-09-08,700.91
27-09-08,602.95
28-09-08,547.70
29-09-08,681.07
30-09-08,702.61
01-10-08,708.02
02-10-08,704.89
03-10-08,688.48
04-10-08,602.35
05-10-08,549.80
06-10-08,683.52
07-10-08,710.25
08-10-08,703.77
09-10-08,678.24
10-10-08,688.26
11-10-08,608.97
12-10-08,557.41
13-10-08,648.84
14-10-08,704.89
15-10-08,714.65
16-10-08,712.23
17-10-08,713.48
18-10-08,619.19
19-10-08,551.11
20-10-08,688.24
21-10-08,720.23
22-10-08,715.36
23-10-08,709.05
24-10-08,710.05
25-10-08,607.98
26-10-08,574.04
27-10-08,693.43
28-10-08,731.73
29-10-08,733.13
30-10-08,757.03
31-10-08,753.47
01-11-08,629.61
02-11-08,594.12
03-11-08,737.30
04-11-08,764.88
05-11-08,761.40
06-11-08,759.98
07-11-08,754.04
08-11-08,658.98
09-11-08,595.42
10-11-08,732.98
11-11-08,763.68
12-11-08,766.00
13-11-08,761.04
14-11-08,755.44
15-11-08,658.46
16-11-08,604.39
17-11-08,744.96
18-11-08,783.76
19-11-08,770.91
20-11-08,773.24
21-11-08,761.08
22-11-08,666.26
23-11-08,608.56
24-11-08,763.80
25-11-08,794.16
26-11-08,822.00
27-11-08,836.31
28-11-08,829.17
29-11-08,731.17
30-11-08,681.19
01-12-08,832.58
02-12-08,842.31
03-12-08,858.54
04-12-08,846.44
05-12-08,800.96
06-12-08,685.88
07-12-08,642.30
08-12-08,654.61
09-12-08,798.89
10-12-08,817.82
11-12-08,837.66
12-12-08,829.58
13-12-08,747.75
14-12-08,696.86
15-12-08,841.59
16-12-08,853.45
17-12-08,844.59
18-12-08,829.91
19-12-08,798.44
20-12-08,701.96
21-12-08,649.08
22-12-08,752.00
23-12-08,756.14
24-12-08,680.21
25-12-08,574.84
26-12-08,670.61
27-12-08,679.73
28-12-08,642.22
29-12-08,730.61
30-12-08,705.04
31-12-08,653.69
01-01-09,558.31
02-01-09,654.19
03-01-09,649.24
04-01-09,611.35
05-01-09,686.31
06-01-09,624.94
07-01-09,803.84
08-01-09,870.27
09-01-09,872.84
10-01-09,769.93
11-01-09,710.39
12-01-09,855.45
13-01-09,887.25
14-01-09,871.74
15-01-09,871.19
16-01-09,847.31
17-01-09,740.49
18-01-09,675.24
19-01-09,799.57
20-01-09,816.69
21-01-09,838.53
22-01-09,850.63
23-01-09,799.59
24-01-09,672.05
25-01-09,632.99
26-01-09,790.89
27-01-09,814.95
28-01-09,811.00
29-01-09,786.85
30-01-09,763.21
31-01-09,686.15
01-02-09,663.31
02-02-09,789.55
03-02-09,807.46
04-02-09,795.07
05-02-09,805.14
06-02-09,795.53
07-02-09,703.94
08-02-09,649.63
09-02-09,775.55
10-02-09,781.38
11-02-09,784.44
12-02-09,773.11
13-02-09,756.94
14-02-09,674.59
15-02-09,622.25
16-02-09,755.51
17-02-09,776.70
18-02-09,773.02
19-02-09,763.60
20-02-09,764.25
21-02-09,670.47
22-02-09,603.44
23-02-09,727.33
24-02-09,742.55
25-02-09,743.03
26-02-09,740.83
27-02-09,726.90
28-02-09,665.54
01-03-09,611.24
02-03-09,751.26
03-03-09,779.61
04-03-09,788.56
05-03-09,782.87
06-03-09,769.14
07-03-09,651.41
08-03-09,583.73
09-03-09,717.34
10-03-09,724.35
11-03-09,728.50
12-03-09,714.73
13-03-09,699.22
14-03-09,610.26
15-03-09,545.13
16-03-09,668.34
17-03-09,681.85
18-03-09,676.37
19-03-09,605.76
20-03-09,635.36
21-03-09,590.40
22-03-09,542.08
23-03-09,666.06
24-03-09,698.37
25-03-09,688.60
26-03-09,680.14
27-03-09,678.57
28-03-09,615.18
29-03-09,546.92
30-03-09,701.90
31-03-09,721.72
01-04-09,718.57
02-04-09,710.27
03-04-09,700.31
04-04-09,605.00
05-04-09,540.72
06-04-09,646.10
07-04-09,665.54
08-04-09,657.09
09-04-09,544.78
10-04-09,520.11
11-04-09,539.42
12-04-09,516.22
13-04-09,590.26
14-04-09,668.62
15-04-09,685.12
16-04-09,688.02
17-04-09,684.08
18-04-09,606.37
19-04-09,545.28
20-04-09,657.71
21-04-09,683.58
22-04-09,677.37
23-04-09,653.98
24-04-09,640.10
25-04-09,573.88
26-04-09,522.68
27-04-09,644.20
28-04-09,660.83
29-04-09,667.46
30-04-09,652.94
01-05-09,526.83
02-05-09,536.92
03-05-09,510.47
04-05-09,639.55
05-05-09,670.57
06-05-09,680.85
07-05-09,678.18
08-05-09,660.74
09-05-09,580.68
10-05-09,517.25
11-05-09,648.23
12-05-09,665.98
13-05-09,666.22
14-05-09,660.23
15-05-09,646.75
16-05-09,584.16
17-05-09,533.97
18-05-09,661.69
19-05-09,679.70
20-05-09,688.81
21-05-09,677.87
22-05-09,689.38
23-05-09,592.80
24-05-09,529.85
25-05-09,654.22
26-05-09,683.72
27-05-09,671.86
28-05-09,679.57
29-05-09,681.44
30-05-09,593.12
31-05-09,538.01
01-06-09,662.82
02-06-09,699.59
03-06-09,707.93
04-06-09,697.36
05-06-09,678.34
06-06-09,572.18
07-06-09,514.08
08-06-09,644.85
09-06-09,662.57
10-06-09,696.94
11-06-09,695.88
12-06-09,714.94
13-06-09,634.65
14-06-09,587.68
15-06-09,732.12
16-06-09,735.38
17-06-09,747.73
18-06-09,769.50
19-06-09,761.53
20-06-09,658.98
21-06-09,574.30
22-06-09,711.12
23-06-09,733.57
24-06-09,695.08
25-06-09,722.68
26-06-09,711.39
27-06-09,627.84
28-06-09,556.72
29-06-09,715.76
30-06-09,763.64
01-07-09,783.81
02-07-09,782.54
03-07-09,786.95
04-07-09,681.25
05-07-09,606.08
06-07-09,744.37
07-07-09,749.11
08-07-09,736.73
09-07-09,738.26
10-07-09,732.53
11-07-09,655.23
12-07-09,602.42
13-07-09,763.74
14-07-09,766.60
15-07-09,770.41
16-07-09,772.61
17-07-09,749.18
18-07-09,630.12
19-07-09,568.16
20-07-09,725.21
21-07-09,772.74
22-07-09,784.89
23-07-09,779.29
24-07-09,769.77
25-07-09,662.26
26-07-09,608.05
27-07-09,759.73
28-07-09,776.32
29-07-09,778.96
30-07-09,778.40
31-07-09,760.02
01-08-09,658.75
02-08-09,582.31
03-08-09,692.51
04-08-09,723.57
05-08-09,750.12
06-08-09,748.22
07-08-09,725.33
08-08-09,631.91
09-08-09,564.18
10-08-09,665.44
11-08-09,687.96
12-08-09,705.82
13-08-09,707.94
14-08-09,706.17
15-08-09,610.73
16-08-09,595.02
17-08-09,715.09
18-08-09,735.19
19-08-09,735.74
20-08-09,734.18
21-08-09,725.09
22-08-09,657.85
23-08-09,602.60
24-08-09,730.96
25-08-09,728.41
26-08-09,730.81
27-08-09,750.15
28-08-09,739.54
29-08-09,639.62
30-08-09,601.07
31-08-09,763.86
01-09-09,800.16
02-09-09,786.36
03-09-09,776.68
04-09-09,776.73
05-09-09,652.83
06-09-09,597.37
07-09-09,743.16
08-09-09,752.25
09-09-09,764.28
10-09-09,762.63
11-09-09,715.67
12-09-09,640.37
13-09-09,579.68
14-09-09,699.58
15-09-09,705.58
16-09-09,701.46
17-09-09,697.07
18-09-09,688.86
19-09-09,602.46
20-09-09,557.30
21-09-09,673.19
22-09-09,696.62
23-09-09,700.33
24-09-09,696.51
25-09-09,699.36
26-09-09,605.90
27-09-09,548.23
28-09-09,680.01
29-09-09,700.44
30-09-09,707.98
01-10-09,703.75
02-10-09,693.46
03-10-09,601.27
04-10-09,551.14
05-10-09,689.18
06-10-09,718.03
07-10-09,725.40
08-10-09,722.48
09-10-09,692.87
10-10-09,609.62
11-10-09,538.68
12-10-09,542.29
13-10-09,666.26
14-10-09,685.14
15-10-09,686.91
16-10-09,680.36
17-10-09,594.53
18-10-09,548.12
19-10-09,684.97
20-10-09,705.91
21-10-09,701.74
22-10-09,688.40
23-10-09,686.09
24-10-09,602.09
25-10-09,576.16
26-10-09,677.88
27-10-09,694.37
28-10-09,703.55
29-10-09,703.04
30-10-09,697.84
31-10-09,608.83
01-11-09,548.37
02-11-09,631.20
03-11-09,680.60
04-11-09,685.90
05-11-09,695.91
06-11-09,699.08
07-11-09,611.72
08-11-09,559.70
09-11-09,691.55
10-11-09,731.79
11-11-09,733.60
12-11-09,728.84
13-11-09,727.28
14-11-09,639.63
15-11-09,578.49
16-11-09,706.17
17-11-09,734.33
18-11-09,727.57
19-11-09,732.60
20-11-09,720.91
21-11-09,634.26
22-11-09,573.45
23-11-09,718.82
24-11-09,736.90
25-11-09,750.45
26-11-09,750.07
27-11-09,733.69
28-11-09,657.05
29-11-09,615.79
30-11-09,756.81
01-12-09,776.31
02-12-09,776.61
03-12-09,762.45
04-12-09,750.96
05-12-09,677.24
06-12-09,624.97
07-12-09,658.72
08-12-09,627.93
09-12-09,755.65
10-12-09,771.91
11-12-09,771.13
12-12-09,695.86
13-12-09,659.85
14-12-09,817.26
15-12-09,843.48
16-12-09,876.21
17-12-09,837.41
18-12-09,844.14
19-12-09,748.11
20-12-09,705.13
21-12-09,833.36
22-12-09,807.46
23-12-09,766.62
24-12-09,644.24
25-12-09,548.64
26-12-09,607.92
27-12-09,595.92
28-12-09,702.74
29-12-09,673.15
30-12-09,653.57
31-12-09,602.10
01-01-10,539.70
02-01-10,617.53
03-01-10,617.85
04-01-10,734.81
05-01-10,720.11
06-01-10,621.19
07-01-10,810.29
08-01-10,833.05
09-01-10,753.83
10-01-10,744.75
11-01-10,873.67
12-01-10,894.87
13-01-10,862.86
14-01-10,829.70
15-01-10,818.37
16-01-10,724.73
17-01-10,662.64
18-01-10,794.51
19-01-10,800.69
20-01-10,783.37
21-01-10,798.13
22-01-10,794.95
23-01-10,717.06
24-01-10,662.54
25-01-10,805.49
26-01-10,841.65
27-01-10,858.20
28-01-10,844.78
29-01-10,814.15
30-01-10,718.55
31-01-10,675.03
01-02-10,804.50
02-02-10,830.33
03-02-10,835.76
04-02-10,844.33
05-02-10,799.33
06-02-10,700.05
07-02-10,658.71
08-02-10,796.02
09-02-10,807.54
10-02-10,827.06
11-02-10,833.03
12-02-10,863.95
13-02-10,780.32
14-02-10,716.10
15-02-10,873.78
16-02-10,857.38
17-02-10,833.71
18-02-10,838.83
19-02-10,817.04
20-02-10,717.94
21-02-10,681.20
22-02-10,790.77
23-02-10,784.96
24-02-10,776.02
25-02-10,772.40
26-02-10,754.66
27-02-10,671.56
28-02-10,608.95
01-03-10,721.02
02-03-10,779.76
03-03-10,788.88
04-03-10,772.98
05-03-10,791.03
06-03-10,706.30
07-03-10,661.67
08-03-10,801.14
09-03-10,805.94
10-03-10,831.53
11-03-10,841.57
12-03-10,846.54
13-03-10,730.76
14-03-10,668.24
15-03-10,790.43
16-03-10,782.38
17-03-10,771.36
18-03-10,760.68
19-03-10,681.00
20-03-10,647.62
21-03-10,611.78
22-03-10,716.61
23-03-10,729.43
24-03-10,737.12
25-03-10,740.42
26-03-10,728.52
27-03-10,641.84
28-03-10,557.95
29-03-10,686.84
30-03-10,691.04
31-03-10,687.86
01-04-10,602.99
02-04-10,547.29
03-04-10,580.60
04-04-10,544.21
05-04-10,618.53
06-04-10,696.64
07-04-10,713.73
08-04-10,719.14
09-04-10,712.38
10-04-10,619.60
11-04-10,568.56
12-04-10,689.17
13-04-10,731.93
14-04-10,732.26
15-04-10,729.27
16-04-10,723.82
17-04-10,636.91
18-04-10,583.83
19-04-10,698.50
20-04-10,706.13
21-04-10,704.37
22-04-10,716.17
23-04-10,685.61
24-04-10,603.80
25-04-10,552.49
26-04-10,679.63
27-04-10,701.79
28-04-10,695.74
29-04-10,701.61
30-04-10,695.77
01-05-10,546.63
02-05-10,539.95
03-05-10,661.49
04-05-10,695.98
05-05-10,713.23
06-05-10,714.39
07-05-10,713.51
08-05-10,621.44
09-05-10,559.25
10-05-10,679.68
11-05-10,703.28
12-05-10,704.80
13-05-10,704.95
14-05-10,711.35
15-05-10,607.25
16-05-10,558.37
17-05-10,673.60
18-05-10,694.68
19-05-10,692.89
20-05-10,698.12
21-05-10,701.17
22-05-10,620.11
23-05-10,557.06
24-05-10,673.04
25-05-10,697.62
26-05-10,706.99
27-05-10,712.14
28-05-10,702.19
29-05-10,609.98
30-05-10,566.65
31-05-10,712.63
01-06-10,741.92
02-06-10,749.43
03-06-10,724.12
04-06-10,746.03
05-06-10,661.93
06-06-10,592.78
07-06-10,724.13
08-06-10,738.64
09-06-10,713.10
10-06-10,694.69
11-06-10,693.09
12-06-10,614.07
13-06-10,554.63
14-06-10,683.68
15-06-10,696.49
16-06-10,685.42
17-06-10,686.37
18-06-10,685.20
19-06-10,612.42
20-06-10,554.06
21-06-10,671.11
22-06-10,707.64
23-06-10,706.48
24-06-10,689.52
25-06-10,710.15
26-06-10,638.34
27-06-10,574.98
28-06-10,714.20
29-06-10,727.41
30-06-10,756.53
01-07-10,783.47
02-07-10,777.34
03-07-10,676.82
04-07-10,618.43
05-07-10,766.69
06-07-10,799.24
07-07-10,820.13
08-07-10,822.76
09-07-10,808.15
10-07-10,716.51
11-07-10,646.98
12-07-10,797.20
13-07-10,806.90
14-07-10,804.29
15-07-10,797.98
16-07-10,786.38
17-07-10,696.59
18-07-10,633.73
19-07-10,802.21
20-07-10,805.66
21-07-10,793.53
22-07-10,779.79
23-07-10,761.19
24-07-10,671.13
25-07-10,605.05
26-07-10,746.90
27-07-10,775.50
28-07-10,791.61
29-07-10,782.57
30-07-10,760.68
31-07-10,673.92
01-08-10,610.59
02-08-10,731.86
03-08-10,728.57
04-08-10,736.12
05-08-10,727.41
06-08-10,715.04
07-08-10,649.13
08-08-10,594.83
09-08-10,730.16
10-08-10,749.75
11-08-10,753.94
12-08-10,733.51
13-08-10,679.18
14-08-10,606.33
15-08-10,549.91
16-08-10,629.74
17-08-10,683.15
18-08-10,689.92
19-08-10,687.72
20-08-10,693.70
21-08-10,639.59
22-08-10,593.53
23-08-10,721.60
24-08-10,743.24
25-08-10,766.85
26-08-10,780.89
27-08-10,782.81
28-08-10,675.67
29-08-10,611.01
30-08-10,751.41
31-08-10,771.01
01-09-10,770.47
02-09-10,752.42
03-09-10,758.83
04-09-10,666.69
05-09-10,604.19
06-09-10,743.78
07-09-10,747.46
08-09-10,708.44
09-09-10,724.38
10-09-10,728.60
11-09-10,632.75
12-09-10,572.22
13-09-10,721.90
14-09-10,752.92
15-09-10,769.57
16-09-10,762.32
17-09-10,725.06
18-09-10,621.26
19-09-10,564.29
20-09-10,696.85
21-09-10,720.19
22-09-10,731.81
23-09-10,725.66
24-09-10,695.20
25-09-10,607.70
26-09-10,544.59
27-09-10,675.25
28-09-10,693.02
29-09-10,607.52
30-09-10,691.72
01-10-10,700.74
02-10-10,615.34
03-10-10,561.97
04-10-10,678.95
05-10-10,696.92
06-10-10,709.21
07-10-10,720.06
08-10-10,712.60
09-10-10,621.47
10-10-10,542.93
11-10-10,605.65
12-10-10,561.85
13-10-10,675.47
14-10-10,690.31
15-10-10,686.36
16-10-10,605.34
17-10-10,547.10
18-10-10,674.85
19-10-10,708.01
20-10-10,714.67
21-10-10,717.44
22-10-10,725.37
23-10-10,629.76
24-10-10,555.67
25-10-10,684.65
26-10-10,721.44
27-10-10,727.20
28-10-10,730.41
29-10-10,714.97
30-10-10,633.82
31-10-10,591.92
01-11-10,570.83
02-11-10,703.32
03-11-10,723.42
04-11-10,724.89
05-11-10,722.38
06-11-10,633.36
07-11-10,584.27
08-11-10,732.58
09-11-10,733.72
10-11-10,750.66
11-11-10,753.97
12-11-10,747.29
13-11-10,665.30
14-11-10,612.87
15-11-10,741.82
16-11-10,762.85
17-11-10,785.71
18-11-10,776.84
19-11-10,795.01
20-11-10,703.94
21-11-10,643.96
22-11-10,781.19
23-11-10,809.38
24-11-10,811.06
25-11-10,810.83
26-11-10,824.26
27-11-10,748.82
28-11-10,678.38
29-11-10,857.82
30-11-10,863.61
01-12-10,843.94
02-12-10,851.03
03-12-10,855.28
04-12-10,774.88
05-12-10,716.57
06-12-10,676.32
07-12-10,709.59
08-12-10,651.61
09-12-10,756.56
10-12-10,774.29
11-12-10,699.22
12-12-10,659.86
13-12-10,786.25
14-12-10,801.29
15-12-10,824.65
16-12-10,855.85
17-12-10,859.03
18-12-10,773.91
19-12-10,706.50
20-12-10,816.80
21-12-10,833.37
22-12-10,808.02
23-12-10,766.90
24-12-10,677.48
25-12-10,594.44
26-12-10,640.06
27-12-10,775.29
28-12-10,771.66
29-12-10,749.85
30-12-10,743.64
31-12-10,673.81
01-01-11,573.19
02-01-11,606.70
03-01-11,762.11
04-01-11,792.50
05-01-11,757.80
06-01-11,622.55
07-01-11,704.36
08-01-11,672.60
09-01-11,652.53
10-01-11,786.09
11-01-11,795.22
12-01-11,792.82
13-01-11,791.99
14-01-11,790.14
15-01-11,706.04
16-01-11,659.16
17-01-11,797.15
18-01-11,818.53
19-01-11,816.14
20-01-11,807.45
21-01-11,825.93
22-01-11,774.22
23-01-11,727.04
24-01-11,866.34
25-01-11,886.68
26-01-11,885.00
27-01-11,870.57
28-01-11,855.92
29-01-11,752.99
30-01-11,698.15
31-01-11,845.52
01-02-11,853.08
02-02-11,846.98
03-02-11,839.47
04-02-11,821.07
05-02-11,725.19
06-02-11,660.25
07-02-11,791.41
08-02-11,820.76
09-02-11,814.71
10-02-11,809.79
11-02-11,800.81
12-02-11,707.94
13-02-11,658.73
14-02-11,793.58
15-02-11,830.04
16-02-11,821.28
17-02-11,819.27
18-02-11,799.29
19-02-11,713.19
20-02-11,638.55
21-02-11,763.48
22-02-11,767.25
23-02-11,750.82
24-02-11,745.33
25-02-11,732.46
26-02-11,655.15
27-02-11,594.99
28-02-11,733.82
01-03-11,793.54
02-03-11,814.52
03-03-11,832.33
04-03-11,830.62
05-03-11,707.90
06-03-11,642.24
07-03-11,754.28
08-03-11,789.31
09-03-11,795.36
10-03-11,783.68
11-03-11,789.92
12-03-11,701.51
13-03-11,630.27
14-03-11,771.44
15-03-11,781.17
16-03-11,776.38
17-03-11,752.90
18-03-11,730.25
19-03-11,628.36
20-03-11,579.61
21-03-11,713.00
22-03-11,742.96
23-03-11,754.74
24-03-11,753.08
25-03-11,745.76
26-03-11,653.02
27-03-11,570.14
28-03-11,716.48
29-03-11,729.50
30-03-11,729.74
31-03-11,715.02
01-04-11,698.79
02-04-11,623.03
03-04-11,572.81
04-04-11,683.67
05-04-11,703.88
06-04-11,706.16
07-04-11,699.78
08-04-11,701.47
09-04-11,610.57
10-04-11,560.60
11-04-11,680.77
12-04-11,695.71
13-04-11,694.95
14-04-11,698.54
15-04-11,691.56
16-04-11,615.40
17-04-11,558.22
18-04-11,669.19
19-04-11,682.98
20-04-11,665.41
21-04-11,574.95
22-04-11,532.00
23-04-11,551.95
24-04-11,517.68
25-04-11,586.29
26-04-11,663.49
27-04-11,673.58
28-04-11,683.00
29-04-11,689.08
30-04-11,605.42
01-05-11,522.73
02-05-11,602.30
03-05-11,676.19
04-05-11,683.01
05-05-11,674.50
06-05-11,674.50
07-05-11,603.20
08-05-11,543.14
09-05-11,673.39
10-05-11,694.68
11-05-11,701.41
12-05-11,701.06
13-05-11,699.20
14-05-11,624.88
15-05-11,554.38
16-05-11,673.36
17-05-11,693.24
18-05-11,702.85
19-05-11,699.81
20-05-11,683.64
21-05-11,612.57
22-05-11,554.56
23-05-11,691.30
24-05-11,719.36
25-05-11,735.11
26-05-11,736.70
27-05-11,715.59
28-05-11,626.35
29-05-11,569.00
30-05-11,688.40
31-05-11,700.13
01-06-11,693.69
02-06-11,697.62
03-06-11,698.58
04-06-11,625.09
05-06-11,569.56
06-06-11,686.40
07-06-11,686.33
08-06-11,686.25
09-06-11,684.76
10-06-11,693.74
11-06-11,618.97
12-06-11,568.54
13-06-11,672.01
14-06-11,728.64
15-06-11,742.96
16-06-11,743.78
17-06-11,734.21
18-06-11,652.35
19-06-11,592.21
20-06-11,736.83
21-06-11,772.74
22-06-11,767.67
23-06-11,713.34
24-06-11,691.27
25-06-11,669.55
26-06-11,630.49
27-06-11,784.01
28-06-11,799.52
29-06-11,777.99
30-06-11,776.49
01-07-11,778.86
02-07-11,696.70
03-07-11,622.07
04-07-11,731.06
05-07-11,771.14
06-07-11,778.24
07-07-11,758.91
08-07-11,754.77
09-07-11,676.25
10-07-11,609.61
11-07-11,758.49
12-07-11,745.48
13-07-11,745.48
14-07-11,744.34
15-07-11,753.62
16-07-11,675.95
17-07-11,600.14
18-07-11,713.01
19-07-11,730.82
20-07-11,737.18
21-07-11,750.50
22-07-11,727.80
23-07-11,644.15
24-07-11,577.49
25-07-11,671.79
26-07-11,747.72
27-07-11,742.87
28-07-11,747.76
29-07-11,739.72
30-07-11,647.49
31-07-11,583.85
01-08-11,710.31
02-08-11,712.21
03-08-11,718.62
04-08-11,728.86
05-08-11,730.46
06-08-11,647.84
07-08-11,594.22
08-08-11,697.04
09-08-11,699.61
10-08-11,713.36
11-08-11,723.89
12-08-11,718.14
13-08-11,640.72
14-08-11,590.39
15-08-11,599.62
16-08-11,713.14
17-08-11,729.55
18-08-11,736.22
19-08-11,747.60
20-08-11,687.24
21-08-11,617.55
22-08-11,722.60
23-08-11,745.40
24-08-11,745.96
25-08-11,744.94
26-08-11,718.37
27-08-11,628.57
